id;Format;P;Q;Antican
1173;[3, 2, 2, 2], 0, 1;[[-1, -2, -1, 1, 1, 0, 0, 0, 0], [-1, -2, -1, 0, 0, 1, 1, 0, 0], [-1, -2, -1, 0, 0, 0, 0, 1, 1], [4, 3, 0, 0, -1, 0, -1, 0, -2]];[[1, -1, 1, -1, 1, 0, 0, 0, 0], [0, 0, 0, 1, -1, -1, 1, 0, 0], [0, 0, 1, 1, 0, 1, 0, 1, 0], [1, 0, 0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 1, -1, 1, -1, -1, 1]];[1, 0, 2, 2, 0]
1174;[3, 2, 2, 2], 0, 1;[[-1, -2, -1, 1, 1, 0, 0, 0, 0], [-1, -2, -1, 0, 0, 1, 1, 0, 0], [-1, -2, -1, 0, 0, 0, 0, 1, 1], [4, 3, 0, 0, -1, 0, -1, 0, -1]];[[1, -1, 1, -1, 1, 0, 0, 0, 0], [0, 0, 0, 1, -1, -1, 1, 0, 0], [0, 0, 1, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, -1, 0, 0, -1, 1], [0, -1, 1, 0, -1, 0, -1, 0, -1]];[1, 0, 2, 0, -1]
1175;[3, 2, 2, 2], 0, 1;[[-1, -2, -2, 1, 1, 0, 0, 0, 0], [-1, -2, -2, 0, 0, 1, 1, 0, 0], [-1, -2, -2, 0, 0, 0, 0, 1, 1], [4, 3, 1, 0, -1, 0, -1, 0, -1]];[[0, 0, 0, 1, -1, -1, 1, 0, 0], [0, 0, 0, 1, -1, 0, 0, -1, 1], [0, -1, 1, 1, -1, 0, 0, 1, -1], [1, -1, 1, 1, 0, 0, 1, 0, 1], [-1, 1, 0, 2, -1, 1, 0, 1, 0]];[0, 0, 0, 2, 1]
1176;[3, 2, 2, 2], 0, 1;[[-1, -2, -1, 1, 1, 0, 0, 0, 0], [-1, -2, -1, 0, 0, 1, 1, 0, 0], [-1, -2, -1, 0, 0, 0, 0, 1, 1], [4, 5, -1, 0, -1, 0, -1, 0, -1]];[[0, 0, 0, 1, -1, -1, 1, 0, 0], [-1, 1, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 1, -1, 0, 0, -1, 1], [1, -1, 1, 1, -1, 0, 0, 1, -1], [-1, 0, 0, 1, -2, 0, -1, 0, -1]];[0, 1, 0, 1, -2]
1177;[3, 2, 2, 2], 0, 1;[[-1, -2, -1, 1, 1, 0, 0, 0, 0], [-1, -2, -1, 0, 0, 1, 1, 0, 0], [-1, -2, -1, 0, 0, 0, 0, 1, 1], [4, 5, 0, 0, -1, 0, -1, 0, -2]];[[1, -1, 1, 1, -1, 0, 0, 0, 0], [0, 0, 0, 1, -1, -1, 1, 0, 0], [0, 0, 1, 1, 0, 1, 0, 1, 0], [1, 0, 0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 1, -1, 1, -1, -1, 1]];[1, 0, 2, 2, 0]
1178;[3, 2, 2, 2], 0, 1;[[-1, -2, -1, 1, 1, 0, 0, 0, 0], [-1, -2, -1, 0, 0, 1, 1, 0, 0], [-1, -2, -1, 0, 0, 0, 0, 1, 1], [4, 5, 0, 0, -1, 0, -1, 0, -1]];[[1, -1, 1, 1, -1, 0, 0, 0, 0], [0, 0, 0, 1, -1, -1, 1, 0, 0], [0, 0, 1, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, -1, 0, 0, -1, 1], [-1, 0, 0, 1, -2, 0, -1, 0, -1]];[1, 0, 2, 0, -2]
1179;[3, 2, 2, 2], 0, 1;[[-1, -2, -1, 1, 1, 0, 0, 0, 0], [-1, -2, -1, 0, 0, 1, 1, 0, 0], [-1, -2, -1, 0, 0, 0, 0, 1, 1], [4, 5, 1, 0, -1, 0, -2, 0, -2]];[[1, -1, 1, 0, 0, 0, 0, 0, 0], [1, 0, -1, -1, 1, -1, 1, 0, 0], [0, 0, 1, 0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 0, 1, -1, -1, 1], [1, 0, 0, 1, 0, 0, 1, 0, 1]];[1, 0, 2, 0, 2]
1180;[3, 2, 2, 2], 0, 1;[[-1, -2, -1, 1, 1, 0, 0, 0, 0], [-1, -2, -1, 0, 0, 1, 1, 0, 0], [-1, -2, -1, 0, 0, 0, 0, 1, 1], [4, 5, 1, 0, -1, 0, -1, 0, -3]];[[1, -1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, -1, -1, 1, 0, 0], [0, 0, 1, 1, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 0, 1, 0, 1], [0, 0, 0, 2, -2, 1, -1, -1, 1]];[1, 0, 2, 2, 0]
1181;[3, 2, 2, 2], 0, 1;[[-1, -2, -1, 1, 1, 0, 0, 0, 0], [-1, -2, -1, 0, 0, 1, 1, 0, 0], [-1, -2, -1, 0, 0, 0, 0, 1, 1], [4, 5, 1, 0, -1, 0, -1, 0, -2]];[[1, -1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, -1, -1, 1, 0, 0], [0, 0, 1, 1, 0, 0, 1, 1, 0], [1, 0, 0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 1, -1, 1, -1, -1, 1]];[1, 0, 2, 2, 0]
1182;[3, 2, 2, 2], 0, 1;[[-1, -2, -1, 1, 1, 0, 0, 0, 0], [-1, -2, -1, 0, 0, 1, 1, 0, 0], [-1, -2, -1, 0, 0, 0, 0, 1, 1], [4, 5, 1, 0, -1, 0, -1, 0, -1]];[[1, -1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, -1, -1, 1, 0, 0], [0, 0, 1, 1, 0, 0, 1, 1, 0], [0, 0, 0, 1, -1, 0, 0, -1, 1], [-1, 0, 0, 1, -2, 0, -1, 0, -1]];[1, 0, 2, 0, -2]
1183;[3, 2, 2, 2], 0, 1;[[-1, -2, -1, 1, 1, 0, 0, 0, 0], [-1, -2, -1, 0, 0, 1, 1, 0, 0], [-1, -2, -1, 0, 0, 0, 0, 1, 2], [4, 5, 1, 0, -1, 0, -1, 0, -3]];[[1, -1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, -1, -1, 1, 0, 0], [0, 0, 1, 1, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 0, 1, -1, 1], [-1, 0, 1, 2, -2, 1, -1, 0, 0]];[1, 0, 2, 1, 0]
1184;[3, 2, 2, 2], 0, 1;[[-1, -2, -1, 1, 1, 0, 0, 0, 0], [-1, -2, -1, 0, 0, 1, 1, 0, 0], [-1, -2, -1, 0, 0, 0, 0, 1, 3], [4, 5, 1, 0, -1, 0, -1, 0, -5]];[[1, -1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, -1, -1, 1, 0, 0], [0, 0, 1, 1, 0, 0, 1, 1, 0], [-1, 0, 1, 2, -2, 1, -1, 0, 0], [1, 1, -1, 1, 1, 0, 2, -1, 1]];[1, 0, 2, 0, 1]
1185;[3, 3, 2, 2], 0, 1;[[-1, -2, -1, 1, 2, 1, 0, 0, 0, 0], [-1, -2, -1, 0, 0, 0, 1, 1, 0, 0], [-1, -2, -1, 0, 0, 0, 0, 0, 1, 1], [4, 5, 1, 0, -3, -3, 0, -1, 0, -1]];[[1, -1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, -1, 1, 0, 0, 0, 0], [1, 0, -1, -1, 0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, 1, 1, 0], [1, 0, 0, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, -1, 0, 1, 2, -2, 1, -1]];[1, 1, 0, 2, 2, 0]
1186;[3, 2, 2, 2], 0, 1;[[-1, -2, -1, 1, 1, 0, 0, 0, 0], [-1, -2, -1, 0, 0, 1, 1, 0, 0], [-1, -2, -1, 0, 0, 0, 0, 1, 1], [4, 5, 2, 0, -1, 0, -1, 0, -1]];[[1, -1, 1, -1, 1, 0, 0, 0, 0], [0, 0, 0, 1, -1, -1, 1, 0, 0], [-1, 0, 1, 1, -1, 1, -1, 0, 0], [0, 0, 1, 0, 1, 0, 1, 1, 0], [0, 0, 1, 0, 1, 1, 0, 0, 1]];[1, 0, 0, 2, 2]
1187;[3, 2, 2, 2], 0, 1;[[-1, -2, -2, 1, 1, 0, 0, 0, 0], [-1, -2, -2, 0, 0, 1, 1, 0, 0], [-1, -2, -2, 0, 0, 0, 0, 1, 1], [4, 5, 1, 0, -1, 0, -1, 0, -1]];[[0, 0, 0, 1, -1, -1, 1, 0, 0], [-1, 1, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 1, -1, 0, 0, -1, 1], [1, -1, 1, 1, 0, 1, 0, 1, 0], [-1, 0, 0, 1, -2, 0, -1, 0, -1]];[0, 1, 0, 2, -2]
1188;[3, 2, 2, 2], 0, 1;[[-1, -2, -2, 1, 1, 0, 0, 0, 0], [-1, -2, -2, 0, 0, 1, 1, 0, 0], [-1, -2, -2, 0, 0, 0, 0, 1, 1], [4, 5, 3, 0, -1, 0, -1, 0, -2]];[[0, 0, 0, 1, -1, -1, 1, 0, 0], [0, -1, 1, 1, -1, 1, -1, 0, 0], [-1, 1, 0, 1, 0, 0, 1, 1, 0], [0, 1, -1, 0, 0, 0, 0, -1, 1], [-1, 0, 0, 0, -1, 0, -1, 0, -1]];[0, 0, 1, 0, -2]
1189;[3, 2, 2, 2], 0, 1;[[-1, -2, -2, 1, 1, 0, 0, 0, 0], [-1, -2, -2, 0, 0, 1, 1, 0, 0], [-1, -2, -2, 0, 0, 0, 0, 1, 1], [4, 5, 3, 0, -1, 0, -1, 0, -1]];[[0, 0, 0, 1, -1, -1, 1, 0, 0], [0, -1, 1, 1, -1, 1, -1, 0, 0], [-1, 1, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 1, -1, 0, 0, -1, 1], [-1, 1, -1, 0, -1, -1, 0, 0, -1]];[0, 0, 1, 0, -2]
1190;[3, 2, 2, 2], 0, 1;[[-1, -2, -2, 1, 1, 0, 0, 0, 0], [-1, -2, -2, 0, 0, 1, 1, 0, 0], [-1, -2, -2, 0, 0, 0, 0, 1, 2], [4, 5, 3, 0, -1, 0, -1, 0, -3]];[[0, 0, 0, 1, -1, -1, 1, 0, 0], [0, -1, 1, 1, -1, 1, -1, 0, 0], [-1, 1, 0, 1, 0, 0, 1, 1, 0], [-1, 1, -1, 0, -1, 0, -1, -1, 0], [1, 0, 0, 1, 0, 0, 1, -1, 1]];[0, 0, 1, -2, 1]
1191;[3, 2, 2, 2], 0, 1;[[-1, -3, -1, 1, 1, 0, 0, 0, 0], [-1, -3, -1, 0, 0, 1, 1, 0, 0], [-1, -3, -1, 0, 0, 0, 0, 1, 1], [4, 4, 0, 0, -1, 0, -1, 0, -1]];[[-1, 1, -2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, -1, -1, 1, 0, 0], [0, 0, 1, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, -1, 0, 0, -1, 1], [-1, 0, 0, 1, -2, 0, -1, 0, -1]];[-2, 0, 2, 0, -2]
1192;[3, 2, 2, 2], 0, 1;[[-1, -3, -1, 1, 1, 0, 0, 0, 0], [-1, -3, -1, 0, 0, 1, 1, 0, 0], [-1, -3, -1, 0, 0, 0, 0, 1, 1], [4, 7, 1, 0, -1, 0, -1, 0, -2]];[[0, 0, 0, 1, -1, -1, 1, 0, 0], [0, 0, 1, 1, 0, 0, 1, 1, 0], [1, 0, 0, 0, 1, 0, 1, 0, 1], [1, -1, 1, -1, 0, -1, 0, 0, -1], [1, -1, 1, 0, -1, 0, -1, -1, 0]];[0, 2, 2, 0, 0]
1193;[3, 2, 2, 2], 0, 1;[[-1, -3, -1, 1, 1, 0, 0, 0, 0], [-1, -3, -1, 0, 0, 1, 1, 0, 0], [-1, -3, -1, 0, 0, 0, 0, 1, 1], [4, 7, 1, 0, -1, 0, -1, 0, -1]];[[0, 0, 0, 1, -1, -1, 1, 0, 0], [0, 0, 1, 1, 0, 0, 1, 1, 0], [0, 0, 0, 1, -1, 0, 0, -1, 1], [1, -1, 1, 0, -1, -1, 0, 0, -1], [1, 0, 0, 0, 1, -1, 2, 0, 1]];[0, 2, 0, 0, 2]
1194;[3, 2, 2, 2], 0, 1;[[-1, -3, -1, 1, 1, 0, 0, 0, 0], [-1, -3, -1, 0, 0, 1, 1, 0, 0], [-1, -3, -1, 0, 0, 0, 0, 1, 2], [4, 7, 1, 0, -1, 0, -1, 0, -3]];[[0, 0, 0, 1, -1, -1, 1, 0, 0], [0, 0, 1, 1, 0, 0, 1, 1, 0], [2, -1, 1, -1, 1, -1, 1, 0, 0], [1, -1, 1, 0, -1, 0, -1, -1, 0], [1, 0, 0, 1, 0, 0, 1, -1, 1]];[0, 2, 2, 0, 1]
1195;[3, 2, 2, 2], 0, 1;[[-3, -3, -1, 1, 1, 0, 0, 0, 0], [-3, -3, -1, 0, 0, 1, 1, 0, 0], [-3, -3, -1, 0, 0, 0, 0, 1, 1], [8, 7, 1, 0, -1, 0, -1, 0, -1]];[[-1, 1, 0, 1, -1, 0, 0, 0, 0], [0, 0, 0, 1, -1, -1, 1, 0, 0], [0, 0, 1, 1, 0, 0, 1, 1, 0], [0, 0, 0, 1, -1, 0, 0, -1, 1], [0, 1, -1, 0, 2, 0, 2, 0, 2]];[0, 0, 2, 0, 2]
1196;[3, 2, 2, 2], 0, 1;[[-3, -3, -1, 1, 1, 0, 0, 0, 0], [-3, -3, -1, 0, 0, 1, 1, 0, 0], [-3, -3, -1, 0, 0, 0, 0, 1, 2], [8, 7, 1, 0, -1, 0, -1, 0, -3]];[[-1, 1, 0, 1, -1, 0, 0, 0, 0], [0, 0, 0, 1, -1, -1, 1, 0, 0], [0, 0, 1, 1, 0, 0, 1, 1, 0], [0, 1, -1, 1, 1, 0, 2, 0, 1], [-1, 1, -1, -1, 0, -2, 1, 1, -1]];[0, 0, 2, 1, -1]
1197;[4, 2, 2, 1], 0, 1;[[-1, -3, -3, -1, 1, 1, 0, 0, 0], [-1, -3, -3, -1, 0, 0, 1, 1, 0], [-1, -3, -3, -1, 0, 0, 0, 0, 2], [2, 2, 1, -1, 0, -1, 0, -1, 1]];[[0, -1, 1, 0, 1, -1, 0, 0, 0], [0, 0, 0, 0, 1, -1, -1, 1, 0], [2, -1, 0, 1, 0, 0, -1, 1, 0], [1, 0, -1, 2, 1, -1, 0, 0, 0], [1, 0, 0, 1, 1, 1, 1, 1, 1]];[0, 0, 2, 2, 3]
1198;[4, 2, 2, 2], 0, 1;[[-1, -3, -3, -1, 1, 1, 0, 0, 0, 0], [-1, -3, -3, -1, 0, 0, 1, 1, 0, 0], [-1, -3, -3, -1, 0, 0, 0, 0, 1, 1], [3, 5, 4, 0, 0, -1, 0, -1, 0, -1]];[[0, -1, 1, 0, 1, -1, 0, 0, 0, 0], [0, 0, 0, 0, 1, -1, -1, 1, 0, 0], [0, 0, 0, 0, 1, -1, 0, 0, -1, 1], [-1, 0, 1, -1, 1, 0, 1, 0, 0, 1], [1, 0, 0, 0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 1, 1, 0, 1, 0, 1, 0]];[0, 0, 0, 0, 2, 2]
1199;[4, 2, 2, 2], 0, 1;[[-1, -2, -2, -1, 1, 1, 0, 0, 0, 0], [-1, -2, -2, -1, 0, 0, 1, 1, 0, 0], [-1, -2, -2, -1, 0, 0, 0, 0, 1, 1], [4, 3, 1, -1, 0, -1, 0, -1, 0, -1]];[[1, -1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, -1, -1, 1, 0, 0], [0, -1, 1, 0, 1, -1, 1, -1, 0, 0], [0, 1, -1, 1, 1, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, -1, 0, 0, -1, 1], [0, 0, -1, 1, 0, -1, -1, 0, 0, -1]];[1, 0, 0, 2, 0, -1]
1200;[4, 2, 2, 2], 0, 1;[[-1, -2, -2, -1, 1, 1, 0, 0, 0, 0], [-1, -2, -2, -1, 0, 0, 1, 1, 0, 0], [-1, -2, -2, -1, 0, 0, 0, 0, 1, 1], [4, 5, 1, -1, 0, -1, 0, -1, 0, -1]];[[-1, 1, -1, 1, 1, -1, 0, 0, 0, 0], [0, 0, 0, 0, 1, -1, -1, 1, 0, 0], [-1, 1, 0, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, -1, 0, 0, -1, 1], [1, -1, 1, 0, 1, 0, 1, 0, 1, 0], [0, -1, 1, -1, 0, -1, 0, -1, 0, -1]];[0, 0, 1, 0, 2, -2]
1201;[4, 2, 2, 2], 0, 1;[[-1, -2, -2, -1, 1, 1, 0, 0, 0, 0], [-1, -2, -2, -1, 0, 0, 1, 1, 0, 0], [-1, -2, -2, -1, 0, 0, 0, 0, 1, 1], [4, 5, 3, -1, 0, -1, 0, -1, 0, -1]];[[1, 0, -1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, -1, -1, 1, 0, 0], [0, -1, 1, 0, 1, -1, 1, -1, 0, 0], [-1, 1, 0, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, -1, 0, 0, -1, 1], [-1, 1, -1, 0, 0, -1, -1, 0, 0, -1]];[1, 0, 0, 1, 0, -2]
1202;[4, 2, 2, 2], 0, 1;[[-1, -2, -2, -1, 1, 1, 0, 0, 0, 0], [-1, -2, -2, -1, 0, 0, 1, 1, 0, 0], [-1, -2, -2, -1, 0, 0, 0, 0, 1, 1], [4, 5, 3, 0, 0, -1, 0, -1, 0, -2]];[[1, -1, 0, 1, 1, -1, 0, 0, 0, 0], [0, 0, 0, 0, 1, -1, -1, 1, 0, 0], [-1, 0, 1, -1, 0, 0, 1, -1, 0, 0], [0, 0, 0, 1, 1, 0, 1, 0, 1, 0], [0, 0, 1, -1, 0, 1, 1, 0, 0, 1], [0, 1, -1, 0, 0, 0, 0, 0, -1, 1]];[1, 0, -1, 2, 1, 0]
1203;[4, 2, 2, 2], 0, 1;[[-1, -2, -2, -1, 1, 1, 0, 0, 0, 0], [-1, -2, -2, -1, 0, 0, 1, 1, 0, 0], [-1, -2, -2, -1, 0, 0, 0, 0, 1, 1], [4, 5, 3, 0, 0, -1, 0, -1, 0, -1]];[[1, -1, 0, 1, 1, -1, 0, 0, 0, 0], [0, 0, 0, 0, 1, -1, -1, 1, 0, 0], [-1, 0, 1, -1, 0, 0, 1, -1, 0, 0], [0, 0, 0, 1, 1, 0, 1, 0, 1, 0], [0, 0, 0, 0, 1, -1, 0, 0, -1, 1], [0, 0, -1, 1, 0, -1, 0, -1, 0, -1]];[1, 0, -1, 2, 0, -1]
1204;[2, 2, 2, 1, 1], 0, 1;[[-1, -1, 1, 1, 0, 0, 0, 0], [-1, -1, 0, 0, 1, 1, 0, 0], [-1, -1, 0, 0, 0, 0, 2, 0], [-1, -1, 0, 0, 0, 0, 0, 2], [1, 0, 0, -1, 0, -2, 1, 1]];[[1, -1, -1, 1, 0, 0, 0, 0], [1, -1, 1, -1, -1, 1, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 1, 0]];[0, 0, 2, 1]
1205;[2, 2, 2, 1, 1], 0, 1;[[-1, -1, 1, 1, 0, 0, 0, 0], [-1, -1, 0, 0, 1, 1, 0, 0], [-1, -1, 0, 0, 0, 0, 2, 0], [-1, -1, 0, 0, 0, 0, 0, 2], [1, 0, 0, -1, 0, -1, 1, 1]];[[1, -1, -1, 1, 0, 0, 0, 0], [1, -1, 0, 0, -1, 1, 0, 0], [1, 1, 0, 2, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 1, 0]];[0, 0, 2, 1]
1206;[2, 2, 2, 2, 2], 1, 1;[[-1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 1, 1, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, 1, 1, 0, 0, 0], [-1, -1, 0, 0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, -1, 0, -1, 0, -1, 0, -1, 1]];[[1, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0], [1, -1, 0, 0, -1, 1, 0, 0, 0, 0, 0], [1, -1, 0, 0, 0, 0, -1, 1, 0, 0, 0], [1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0], [1, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0], [0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 1]];[0, 0, 0, 2, 0, 1]
1207;[2, 2, 2, 2, 1], 0, 1;[[-1, -1, 1, 1, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 1, 1, 0, 0, 0], [-1, -1, 0, 0, 0, 0, 1, 1, 0], [-1, -1, 0, 0, 0, 0, 0, 0, 2], [2, 1, 0, -1, 0, -1, 0, -2, 1]];[[1, -1, -1, 1, 0, 0, 0, 0, 0], [1, -1, 0, 0, -1, 1, 0, 0, 0], [1, -1, 0, 0, 1, -1, -1, 1, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1]];[0, 0, 0, 3]
1208;[2, 2, 2, 2, 1], 0, 1;[[-1, -1, 1, 1, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 1, 1, 0, 0, 0], [-1, -1, 0, 0, 0, 0, 1, 1, 0], [-1, -1, 0, 0, 0, 0, 0, 0, 3], [2, 1, 0, -1, 0, -1, 0, -2, 2]];[[1, -1, -1, 1, 0, 0, 0, 0, 0], [1, -1, 0, 0, -1, 1, 0, 0, 0], [1, -1, 0, 0, 1, -1, -1, 1, 0], [2, 1, 1, 2, 2, 1, 1, 2, 1]];[0, 0, 0, 4]
1209;[2, 2, 2, 2, 1], 0, 1;[[-1, -1, 1, 1, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 1, 1, 0, 0, 0], [-1, -1, 0, 0, 0, 0, 1, 1, 0], [-1, -1, 0, 0, 0, 0, 0, 0, 2], [2, 1, 0, -1, 0, -1, 0, -1, 1]];[[1, -1, -1, 1, 0, 0, 0, 0, 0], [1, -1, 0, 0, -1, 1, 0, 0, 0], [1, -1, 0, 0, 0, 0, -1, 1, 0], [1, 1, 0, 2, 1, 1, 1, 1, 1]];[0, 0, 0, 3]
1210;[2, 2, 2, 2, 1], 0, 1;[[-1, -1, 1, 1, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 1, 1, 0, 0, 0], [-1, -1, 0, 0, 0, 0, 1, 1, 0], [-1, -1, 0, 0, 0, 0, 0, 0, 3], [2, 1, 0, -1, 0, -1, 0, -1, 1]];[[1, -1, -1, 1, 0, 0, 0, 0, 0], [1, -1, 0, 0, -1, 1, 0, 0, 0], [1, -1, 0, 0, 0, 0, -1, 1, 0], [2, 1, 1, 2, 1, 2, 1, 2, 1]];[0, 0, 0, 4]
1211;[2, 2, 2, 2, 1], 0, 1;[[-1, -1, 1, 1, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 1, 1, 0, 0, 0], [-1, -1, 0, 0, 0, 0, 1, 1, 0], [-1, -1, 0, 0, 0, 0, 0, 0, 3], [2, 1, 0, -1, 0, -1, 0, -1, 2]];[[1, -1, -1, 1, 0, 0, 0, 0, 0], [1, -1, 0, 0, -1, 1, 0, 0, 0], [1, -1, 0, 0, 0, 0, -1, 1, 0], [1, 2, 1, 2, 1, 2, 1, 2, 1]];[0, 0, 0, 4]
1212;[2, 2, 2, 2, 1], 0, 1;[[-1, -1, 1, 1, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 1, 1, 0, 0, 0], [-1, -1, 0, 0, 0, 0, 1, 1, 0], [-1, -1, 0, 0, 0, 0, 0, 0, 5], [2, 1, 0, -1, 0, -1, 0, -1, 2]];[[1, -1, -1, 1, 0, 0, 0, 0, 0], [1, -1, 0, 0, -1, 1, 0, 0, 0], [1, -1, 0, 0, 0, 0, -1, 1, 0], [2, 3, 2, 3, 2, 3, 2, 3, 1]];[0, 0, 0, 6]
1213;[2, 2, 2, 2, 1], 0, 1;[[-1, -1, 1, 1, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 1, 1, 0, 0, 0], [-1, -1, 0, 0, 0, 0, 1, 2, 0], [-1, -1, 0, 0, 0, 0, 0, 0, 2], [2, 1, 0, -1, 0, -1, 0, -3, 1]];[[1, -1, -1, 1, 0, 0, 0, 0, 0], [1, -1, 0, 0, -1, 1, 0, 0, 0], [1, -1, 1, -1, 1, -1, -2, 1, 0], [2, 0, 1, 1, 1, 1, 0, 1, 1]];[0, 0, -1, 2]
1214;[2, 2, 2, 2, 2], 0, 1;[[-1, -1, 1, 1, 0, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 1, 1, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, 1, 1, 0, 0], [-1, -1, 0, 0, 0, 0, 0, 0, 1, 1], [3, 2, 0, -1, 0, -1, 0, -1, 0, -2]];[[1, -1, -1, 1, 0, 0, 0, 0, 0, 0], [1, -1, 0, 0, -1, 1, 0, 0, 0, 0], [1, -1, 0, 0, 0, 0, -1, 1, 0, 0], [1, 0, 0, 1, 0, 1, 0, 1, 1, 0], [1, 0, 0, 1, 1, 0, 1, 0, 0, 1]];[0, 0, 0, 2, 2]
1215;[2, 2, 2, 2, 2], 0, 1;[[-1, -1, 1, 1, 0, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 1, 1, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, 1, 1, 0, 0], [-1, -1, 0, 0, 0, 0, 0, 0, 1, 1], [3, 2, 0, -1, 0, -1, 0, -1, 0, -1]];[[1, -1, -1, 1, 0, 0, 0, 0, 0, 0], [1, -1, 0, 0, -1, 1, 0, 0, 0, 0], [1, -1, 0, 0, 0, 0, -1, 1, 0, 0], [1, 0, 0, 1, 0, 1, 0, 1, 1, 0], [1, -1, 0, 0, 0, 0, 0, 0, -1, 1]];[0, 0, 0, 2, 0]
1216;[2, 2, 2, 2, 2], 0, 1;[[-1, -1, 1, 1, 0, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 1, 1, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, 1, 1, 0, 0], [-1, -1, 0, 0, 0, 0, 0, 0, 1, 2], [3, 2, 0, -1, 0, -1, 0, -1, 0, -3]];[[1, -1, -1, 1, 0, 0, 0, 0, 0, 0], [1, -1, 0, 0, -1, 1, 0, 0, 0, 0], [1, -1, 0, 0, 0, 0, -1, 1, 0, 0], [1, 0, 0, 1, 0, 1, 0, 1, 1, 0], [1, 0, 1, 0, 1, 0, 1, 0, -1, 1]];[0, 0, 0, 2, 1]
1217;[2, 2, 2, 2, 2], 0, 1;[[-1, -1, 1, 1, 0, 0, 0, 0, 0, 0], [-1, -1, 0, 0, 1, 1, 0, 0, 0, 0], [-1, -1, 0, 0, 0, 0, 1, 1, 0, 0], [-1, -1, 0, 0, 0, 0, 0, 0, 1, 3], [3, 2, 0, -1, 0, -1, 0, -1, 0, -5]];[[1, -1, -1, 1, 0, 0, 0, 0, 0, 0], [1, -1, 0, 0, -1, 1, 0, 0, 0, 0], [1, -1, 0, 0, 0, 0, -1, 1, 0, 0], [1, 0, 0, 1, 0, 1, 0, 1, 1, 0], [2, 0, 1, 1, 2, 0, 2, 0, -1, 1]];[0, 0, 0, 2, 2]
